83 4:1
1 13 3:2460 4:600 2:480 1:660 2:2460 4:600 2:540 2:660 3:2460 4:540 2:540 1:660 3:2460 
1 6 3:2460 4:540 2:540 1:660 3:2460 3:600 
1 5 3:2460 3:600 2:480 1:660 3:2460 
1 5 3:600 2:480 1:660 3:2460 3:600 
1 5 3:2460 3:600 2:480 1:660 3:2460 
1 8 3:600 2:480 1:660 3:2460 4:600 2:480 1:660 3:2460 
1 9 3:2460 4:600 2:480 1:660 3:2460 4:600 2:480 1:660 3:2520 
1 9 3:2460 4:600 2:480 1:660 3:2520 4:540 2:540 1:660 3:2460 
1 9 3:2520 4:540 2:540 1:660 3:2460 4:600 2:480 1:660 3:2520 
1 9 3:2460 4:600 2:480 1:660 3:2520 4:600 2:480 1:660 3:2580 
1 9 3:2520 4:600 2:480 1:660 3:2580 4:540 2:540 1:660 3:2640 
1 10 3:2580 4:540 2:540 1:660 3:2640 4:540 1:660 4:660 1:720 3:2640 
1 10 3:2640 4:540 1:660 4:660 1:720 3:2640 4:540 2:540 2:660 3:2640 
1 10 3:2640 4:540 2:540 2:660 3:2640 4:480 1:720 4:720 1:720 3:2640 
1 11 3:2640 4:480 1:720 4:720 1:720 3:2640 4:540 1:660 4:720 1:720 3:2640 
1 7 3:2640 4:540 1:660 4:720 1:720 3:2640 3:540 
1 6 3:2640 3:540 1:660 4:660 1:720 3:2580 
1 10 3:540 1:660 4:660 1:720 3:2580 4:600 1:660 4:660 1:720 3:2520 
1 10 3:2580 4:600 1:660 4:660 1:720 3:2520 4:600 2:480 1:660 3:2580 
1 9 3:2520 4:600 2:480 1:660 3:2580 4:600 2:480 1:660 3:2580 
1 9 3:2580 4:600 2:480 1:660 3:2580 4:540 2:540 1:660 3:2580 
1 9 3:2580 4:540 2:540 1:660 3:2580 4:540 2:540 1:660 3:2580 
1 9 3:2580 4:540 2:540 1:660 3:2580 4:540 2:540 1:660 3:2520 
1 9 3:2580 4:540 2:540 1:660 3:2520 4:600 2:480 1:660 3:2520 
1 9 3:2520 4:600 2:480 1:660 3:2520 4:600 2:540 2:660 3:2520 
1 9 3:2520 4:600 2:540 2:660 3:2520 4:540 2:540 1:660 3:2520 
1 9 3:2520 4:540 2:540 1:660 3:2520 4:540 2:540 1:660 3:2520 
1 9 3:2520 4:540 2:540 1:660 3:2520 4:540 2:540 1:660 3:2520 
1 9 3:2520 4:540 2:540 1:660 3:2520 4:540 2:540 1:660 3:2520 
1 9 3:2520 4:540 2:540 1:660 3:2520 4:600 2:480 1:660 3:2580 
1 6 3:2520 4:600 2:480 1:660 3:2580 3:600 
1 5 3:2580 3:600 2:480 1:660 3:2640 
1 8 3:600 2:480 1:660 3:2640 4:540 2:540 1:660 3:2640 
1 9 3:2640 4:540 2:540 1:660 3:2640 4:540 2:540 1:660 3:2640 
1 10 3:2640 4:540 2:540 1:660 3:2640 4:540 1:660 4:660 1:720 3:2640 
1 11 3:2640 4:540 1:660 4:660 1:720 3:2640 4:540 1:660 4:720 1:660 3:2640 
1 10 3:2640 4:540 1:660 4:720 1:660 3:2640 4:540 2:540 1:660 3:2580 
1 9 3:2640 4:540 2:540 1:660 3:2580 4:600 2:480 1:660 3:2640 
1 9 3:2580 4:600 2:480 1:660 3:2640 4:540 2:480 1:660 3:2640 
1 9 3:2640 4:540 2:480 1:660 3:2640 4:540 2:480 1:660 3:2640 
